account_id,avg_weekly_logins,feature_adoption_pct,support_tickets,avg_ticket_sentiment,contract_age_days,renewal_window_days,logins_trend,days_since_last_login,adoption_trend,contract_stage,company_size,industry,region,payment_status,primary_churn_reason,renewed
ACC-00194,28,0.5663,4,-0.0156,83,50,-3.01,54,0.0225,Growth,Enterprise,Manufacturing,North America,Late (5-14d),Inactive User,0
ACC-00195,65,0.2562,4,0.7906,657,40,-2.54,51,-0.0523,Legacy,Mid-Market,Finance,APAC,Late (15-29d),Inactive User,1
ACC-00196,17,0.4973,0,0.9488,616,83,-5.73,58,0.0294,Legacy,SMB,Manufacturing,Europe,Late (15-29d),Inactive User,1
ACC-00197,44,0.797,2,0.6396,133,48,-8.61,6,0.1,Mature,Mid-Market,Finance,North America,On-Time,Other,1
ACC-00198,10,0.4717,5,0.9854,283,15,4.75,19,-0.0236,Mature,Enterprise,Manufacturing,LATAM,Failed,Payment Problems,0
ACC-00199,63,0.931,6,-0.3033,539,13,-3.05,18,-0.0614,Legacy,Mid-Market,Technology,LATAM,Late (15-29d),Adoption Declining,1
ACC-00200,47,0.8336,1,0.7915,128,74,-0.32,7,0.0028,Mature,SMB,Manufacturing,LATAM,Late (5-14d),Payment Problems,1
ACC-00201,38,0.3397,6,-0.3401,182,25,7.66,2,-0.0691,Mature,SMB,Technology,LATAM,Late (15-29d),Adoption Declining,1
ACC-00202,70,0.404,3,-0.7639,943,37,5.84,26,-0.0129,Legacy,Enterprise,Healthcare,North America,Late (15-29d),Support Issues,1
ACC-00203,76,0.4264,2,0.2427,907,41,0.75,14,-0.0253,Legacy,SMB,Retail,North America,Late (5-14d),Payment Problems,1
ACC-00204,53,0.6211,6,-0.09,367,63,-1.05,7,0.0346,Legacy,Enterprise,Retail,APAC,Late (15-29d),Payment Problems,0
ACC-00205,78,0.2953,1,0.8434,851,67,-0.77,17,-0.0878,Legacy,SMB,Retail,North America,Late (15-29d),Adoption Declining,1
ACC-00206,44,0.9505,4,-0.0156,986,37,11.01,28,-0.0789,Legacy,Enterprise,Technology,Europe,On-Time,Adoption Declining,1
ACC-00207,74,0.6043,2,0.8553,190,89,0.86,45,0.0191,Mature,SMB,Retail,LATAM,Late (5-14d),Inactive User,1
ACC-00208,54,0.4034,5,-0.8427,830,59,14.96,50,0.0271,Legacy,Enterprise,Retail,North America,Failed,Inactive User,0
ACC-00209,20,0.6392,1,0.661,427,38,-6.5,35,-0.1,Legacy,Mid-Market,Manufacturing,Europe,Failed,Inactive User,1
ACC-00210,79,0.3996,1,0.5182,845,72,0.23,2,0.076,Legacy,Mid-Market,Retail,APAC,Failed,Payment Problems,1
ACC-00211,31,0.8051,3,0.44,430,65,5.83,53,0.0438,Legacy,Enterprise,Technology,Europe,Late (15-29d),Inactive User,0
ACC-00212,7,0.5651,1,-0.2897,669,16,5.4,8,-0.0336,Legacy,SMB,Manufacturing,APAC,Late (5-14d),Payment Problems,0
ACC-00213,58,0.0603,4,0.5675,1086,8,3.16,9,0.0048,Legacy,SMB,Technology,LATAM,Failed,Low Feature Adoption,1
ACC-00214,10,0.1897,3,-0.0334,717,72,-3.05,39,-0.0985,Legacy,Enterprise,Finance,APAC,Late (15-29d),Inactive User,0
ACC-00215,10,0.8504,2,0.4304,489,66,-6.57,19,0.0352,Legacy,SMB,Retail,APAC,Failed,Payment Problems,0
ACC-00216,39,0.5604,2,0.1045,984,23,-0.89,1,-0.0423,Legacy,Enterprise,Technology,Europe,On-Time,Other,0
ACC-00217,28,0.9323,5,-0.6851,499,22,5.22,57,-0.0178,Legacy,Mid-Market,Technology,LATAM,Late (15-29d),Inactive User,0
ACC-00218,30,0.0895,3,-0.8709,1075,22,8.5,0,-0.0055,Legacy,Enterprise,Manufacturing,Europe,Failed,Support Issues,0
ACC-00219,37,0.3035,4,-0.2676,779,52,0.55,26,0.0604,Legacy,SMB,Finance,LATAM,Late (15-29d),Payment Problems,0
ACC-00220,67,0.2058,2,0.8656,67,45,-0.49,3,0.0234,Growth,SMB,Finance,Europe,Late (5-14d),Payment Problems,0
ACC-00221,43,0.5517,6,0.0595,259,37,1.04,47,-0.018,Mature,Enterprise,Retail,North America,Late (15-29d),Inactive User,1
ACC-00222,79,0.3875,2,0.6044,592,7,1.1,36,-0.0295,Legacy,Enterprise,Healthcare,Europe,Late (5-14d),Inactive User,1
ACC-00223,52,0.171,2,0.1519,467,17,5.93,31,0.0113,Legacy,Enterprise,Healthcare,APAC,Failed,Inactive User,0
ACC-00224,56,0.637,2,0.9158,56,10,-1.84,17,-0.0043,Growth,Enterprise,Manufacturing,Europe,On-Time,Other,1
ACC-00225,76,0.5348,4,-0.2611,255,77,-0.59,13,-0.0121,Mature,Mid-Market,Retail,APAC,Failed,Payment Problems,0
ACC-00226,68,0.2837,2,-0.8859,827,32,2.31,44,0.0003,Legacy,SMB,Manufacturing,Europe,Failed,Inactive User,0
ACC-00227,9,0.4806,2,0.5613,313,56,-3.16,47,-0.0135,Mature,SMB,Retail,Europe,Late (5-14d),Inactive User,0
ACC-00228,23,0.7359,2,0.4109,908,18,-4.6,14,-0.0783,Legacy,Enterprise,Finance,APAC,Failed,Adoption Declining,1
ACC-00229,63,0.2171,5,0.0551,989,87,7.02,50,-0.0029,Legacy,Enterprise,Healthcare,LATAM,Late (15-29d),Inactive User,1
ACC-00230,61,0.3012,6,-0.3472,482,81,-0.12,3,-0.0011,Legacy,Enterprise,Technology,Europe,Late (5-14d),Payment Problems,0
ACC-00231,40,0.3523,3,-0.6235,1049,71,4.45,18,0.0067,Legacy,Mid-Market,Healthcare,North America,On-Time,Support Issues,0
ACC-00232,44,0.7369,3,-0.0354,845,53,3.45,23,-0.0502,Legacy,Mid-Market,Retail,North America,Late (15-29d),Adoption Declining,1
ACC-00233,24,0.833,0,0.3324,688,59,-6.88,29,-0.04,Legacy,Enterprise,Healthcare,APAC,On-Time,Other,1
ACC-00234,51,0.3813,1,0.1578,576,77,-3.26,12,0.082,Legacy,SMB,Technology,APAC,Failed,Payment Problems,1
ACC-00235,58,0.3048,1,-0.125,46,8,0.32,10,-0.037,Growth,Mid-Market,Finance,APAC,On-Time,Other,0
ACC-00236,33,0.8739,4,0.0794,187,30,-1.2,27,0.0255,Mature,SMB,Finance,North America,Failed,Payment Problems,0
ACC-00237,16,0.9794,4,-0.7841,506,10,1.22,49,-0.0398,Legacy,Mid-Market,Retail,APAC,Late (15-29d),Inactive User,0
ACC-00238,22,0.6635,2,0.3917,547,25,0.93,56,-0.0946,Legacy,Enterprise,Healthcare,APAC,Late (15-29d),Inactive User,1
ACC-00239,57,0.9704,4,0.4685,128,32,3.93,10,-0.0052,Mature,Enterprise,Retail,LATAM,Late (5-14d),Payment Problems,1
ACC-00240,62,0.6536,6,-0.9771,1090,81,-0.22,53,0.0306,Legacy,SMB,Healthcare,North America,Late (15-29d),Inactive User,0
ACC-00241,71,0.7241,4,-0.459,309,46,0.35,0,-0.0167,Mature,Enterprise,Manufacturing,LATAM,Failed,Payment Problems,0
ACC-00242,72,0.3931,2,-0.8158,526,56,-7.19,46,-0.0998,Legacy,SMB,Retail,LATAM,Late (5-14d),Inactive User,0
ACC-00243,70,0.4356,1,0.9965,331,49,-3.01,55,-0.1,Mature,Enterprise,Healthcare,APAC,Failed,Inactive User,0
ACC-00244,30,0.1584,3,0.1867,210,81,-2.76,41,0.0577,Mature,Enterprise,Manufacturing,LATAM,On-Time,Inactive User,0
ACC-00245,23,0.8098,2,-0.0685,636,73,-2.22,53,-0.0007,Legacy,SMB,Retail,Europe,Late (5-14d),Inactive User,0
ACC-00246,32,0.9138,6,-0.074,729,18,-1.86,3,0.0304,Legacy,Enterprise,Finance,Europe,Failed,Payment Problems,1
ACC-00247,57,0.6185,0,0.9295,1022,73,3.0,37,0.0116,Legacy,Mid-Market,Manufacturing,Europe,Failed,Inactive User,1
ACC-00248,9,0.3499,0,0.3197,220,33,8.86,33,-0.0575,Mature,Enterprise,Retail,LATAM,Late (15-29d),Inactive User,0
ACC-00249,31,0.1679,2,-0.6627,282,60,-6.75,48,-0.0128,Mature,SMB,Technology,Europe,Late (5-14d),Inactive User,0
ACC-00250,71,0.2745,4,-0.1037,1010,72,-1.0,11,-0.0849,Legacy,Enterprise,Finance,North America,Failed,Adoption Declining,0
ACC-00251,9,0.2652,5,0.5484,957,55,-4.33,53,0.0473,Legacy,Mid-Market,Manufacturing,Europe,Late (15-29d),Inactive User,0
ACC-00252,13,0.609,2,-0.1533,157,22,-6.69,23,0.016,Mature,Enterprise,Healthcare,Europe,On-Time,Other,0
ACC-00253,58,0.9272,6,-0.3809,47,8,-2.64,36,0.037,Growth,Enterprise,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-00254,3,0.0663,1,0.9824,595,66,-5.26,55,0.0645,Legacy,Mid-Market,Healthcare,North America,Late (5-14d),Low Engagement,0
ACC-00255,35,0.021,4,0.8713,599,60,1.16,31,-0.0178,Legacy,Enterprise,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-00256,21,0.5962,12,0.8831,715,36,-0.81,18,-0.0371,Legacy,Enterprise,Retail,North America,Late (5-14d),Payment Problems,0
ACC-00257,64,0.2927,3,-0.7367,655,44,-1.49,28,-0.0053,Legacy,SMB,Retail,North America,Failed,Support Issues,0
ACC-00258,52,0.8653,3,-0.5315,883,34,1.54,37,0.0634,Legacy,SMB,Healthcare,LATAM,On-Time,Inactive User,1
ACC-00259,34,0.3342,5,-0.1159,991,31,-7.16,48,-0.0783,Legacy,SMB,Healthcare,Europe,Late (15-29d),Inactive User,0
ACC-00260,35,0.2981,5,0.6643,184,16,-5.06,28,0.001,Mature,SMB,Healthcare,APAC,Failed,Payment Problems,0
ACC-00261,15,0.2787,2,0.4737,519,66,1.78,18,0.0402,Legacy,Mid-Market,Manufacturing,APAC,Failed,Payment Problems,0
ACC-00262,6,0.1591,4,0.6993,814,48,-5.12,19,0.0154,Legacy,SMB,Finance,Europe,Late (5-14d),Low Feature Adoption,0
ACC-00263,32,0.5783,3,0.8415,275,46,-10.21,52,0.0537,Mature,SMB,Healthcare,APAC,Failed,Inactive User,0
ACC-00264,52,0.1815,2,0.5615,1092,83,8.01,2,-0.0768,Legacy,Enterprise,Retail,APAC,On-Time,Low Feature Adoption,1
ACC-00265,28,0.4276,3,-0.4765,788,48,1.71,39,0.0544,Legacy,Mid-Market,Retail,North America,Failed,Inactive User,0
ACC-00266,64,0.4625,4,-0.4291,567,53,5.08,4,-0.0312,Legacy,Mid-Market,Healthcare,LATAM,Failed,Payment Problems,1
ACC-00267,79,0.0397,4,-0.295,950,43,-3.63,22,-0.1,Legacy,SMB,Healthcare,LATAM,Late (15-29d),Low Feature Adoption,0
ACC-00268,78,0.0361,1,-0.3938,437,86,-6.91,4,-0.0163,Legacy,Enterprise,Retail,Europe,Failed,Low Feature Adoption,0
ACC-00269,19,0.5194,6,-0.5018,554,28,1.44,29,-0.0419,Legacy,Mid-Market,Manufacturing,Europe,On-Time,Support Issues,0
ACC-00270,15,0.6882,2,0.505,857,63,-5.51,31,-0.0082,Legacy,Mid-Market,Technology,LATAM,Late (5-14d),Inactive User,1
ACC-00271,6,0.9245,2,-0.932,932,33,5.1,23,-0.076,Legacy,SMB,Retail,APAC,Late (5-14d),Support Issues,1
ACC-00272,73,0.192,3,0.4568,65,47,1.19,48,-0.0062,Growth,SMB,Technology,Europe,On-Time,Inactive User,0
ACC-00273,38,0.1191,2,0.6471,714,86,0.98,50,-0.0287,Legacy,SMB,Healthcare,North America,Late (5-14d),Inactive User,0
ACC-00274,26,0.07,4,-0.8679,49,40,1.03,50,0.0994,Growth,Enterprise,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-00275,51,0.4386,3,-0.8763,350,38,10.17,57,0.0087,Mature,SMB,Healthcare,APAC,Failed,Inactive User,1
ACC-00276,73,0.6182,3,-0.4291,541,72,3.27,41,0.0114,Legacy,Mid-Market,Healthcare,North America,On-Time,Inactive User,1
ACC-00277,53,0.8269,4,-0.5834,429,18,-1.01,34,-0.0114,Legacy,Mid-Market,Healthcare,LATAM,Late (15-29d),Inactive User,0
ACC-00278,56,0.6753,1,0.1623,683,46,0.68,31,0.0624,Legacy,SMB,Retail,LATAM,Failed,Inactive User,1
ACC-00279,59,0.22,3,0.3509,1001,79,-4.35,53,0.0243,Legacy,Mid-Market,Retail,APAC,On-Time,Inactive User,1
ACC-00280,70,0.4633,0,0.2683,500,82,-2.62,56,0.0757,Legacy,Enterprise,Finance,Europe,Failed,Inactive User,1
ACC-00281,78,0.8939,1,-0.2853,863,79,6.26,44,0.0527,Legacy,SMB,Technology,North America,On-Time,Inactive User,1
ACC-00282,58,0.3337,1,-0.0032,756,16,0.21,47,-0.0193,Legacy,Mid-Market,Technology,North America,Late (5-14d),Inactive User,1
ACC-00283,13,0.4988,3,0.28,883,54,3.81,43,0.0365,Legacy,Mid-Market,Technology,North America,Late (15-29d),Inactive User,0
ACC-00284,43,0.9402,2,-0.7611,80,26,-4.45,21,0.0407,Growth,SMB,Healthcare,LATAM,Failed,Support Issues,0
ACC-00285,76,0.7253,4,-0.541,604,45,4.23,20,0.0472,Legacy,Mid-Market,Finance,APAC,Late (5-14d),Support Issues,1
ACC-00286,51,0.7378,5,0.781,179,66,-0.99,27,0.0201,Mature,Mid-Market,Healthcare,APAC,On-Time,Other,1
ACC-00287,19,0.2622,3,-0.3153,343,72,1.14,48,-0.0672,Mature,SMB,Finance,LATAM,Failed,Inactive User,1
ACC-00288,21,0.4181,3,0.6023,599,71,0.3,33,-0.0015,Legacy,Enterprise,Manufacturing,North America,Late (15-29d),Inactive User,0
ACC-00289,24,0.099,4,-0.498,334,57,0.91,15,0.0056,Mature,Mid-Market,Retail,North America,Late (15-29d),Low Feature Adoption,0
ACC-00290,26,0.6023,6,-0.9167,711,42,-0.55,10,0.0035,Legacy,Enterprise,Healthcare,APAC,Failed,Support Issues,0
ACC-00291,45,0.1196,3,0.0008,867,30,6.42,32,0.0574,Legacy,Enterprise,Manufacturing,Europe,Late (5-14d),Inactive User,0
ACC-00292,28,0.8225,3,0.785,1032,33,-7.53,43,-0.0322,Legacy,Enterprise,Technology,LATAM,Late (15-29d),Inactive User,1
ACC-00293,29,0.802,2,0.6386,473,8,2.67,37,0.0068,Legacy,Enterprise,Manufacturing,Europe,Failed,Inactive User,0
ACC-00294,17,0.5323,3,-0.4941,642,37,-3.34,18,-0.0035,Legacy,Enterprise,Retail,North America,Failed,Payment Problems,0
ACC-00295,68,0.1555,1,0.8199,1022,63,-4.78,27,0.0342,Legacy,Mid-Market,Retail,LATAM,Failed,Low Feature Adoption,1
ACC-00296,44,0.0446,4,-0.0406,293,84,10.69,28,0.0905,Mature,Mid-Market,Retail,LATAM,On-Time,Low Feature Adoption,0
ACC-00297,61,0.7848,3,-0.902,1033,72,-4.75,36,0.0311,Legacy,Enterprise,Manufacturing,Europe,Late (15-29d),Inactive User,1
ACC-00298,68,0.5961,1,-0.9442,34,35,-9.09,53,0.0278,Growth,SMB,Technology,LATAM,Failed,Inactive User,0
ACC-00299,74,0.7025,1,-0.0298,803,21,4.78,52,-0.051,Legacy,Enterprise,Healthcare,APAC,On-Time,Inactive User,1
ACC-00300,25,0.3117,1,0.0926,906,18,-2.47,2,-0.0772,Legacy,SMB,Technology,Europe,On-Time,Adoption Declining,0
ACC-00301,67,0.5091,0,-0.8402,1021,34,6.37,17,0.0128,Legacy,Mid-Market,Finance,APAC,On-Time,Support Issues,1
ACC-00302,2,0.7373,2,0.8445,913,30,-11.26,17,-0.0093,Legacy,SMB,Finance,North America,Late (5-14d),Low Engagement,1
ACC-00303,49,0.4641,3,0.4364,76,27,9.27,11,0.023,Growth,Mid-Market,Healthcare,Europe,Late (5-14d),Payment Problems,1
ACC-00304,70,0.5973,2,0.6026,896,16,4.72,17,-0.0306,Legacy,SMB,Retail,LATAM,Failed,Payment Problems,0
ACC-00305,26,0.7781,3,0.168,852,84,-1.04,31,0.0701,Legacy,Enterprise,Healthcare,Europe,Late (5-14d),Inactive User,0
ACC-00306,72,0.2266,3,0.3271,965,24,-8.66,41,-0.0598,Legacy,Mid-Market,Manufacturing,APAC,Late (15-29d),Inactive User,1
ACC-00307,27,0.0833,6,-0.2243,685,20,-6.66,35,-0.0098,Legacy,SMB,Retail,APAC,Late (15-29d),Inactive User,1
ACC-00308,18,0.5306,2,0.3586,298,40,-3.46,51,-0.0196,Mature,Enterprise,Healthcare,North America,Failed,Inactive User,0
ACC-00309,54,0.0796,3,0.9564,399,64,3.57,59,0.0549,Legacy,SMB,Healthcare,LATAM,Failed,Inactive User,1
ACC-00310,1,0.7559,4,0.2954,665,82,-4.31,18,-0.0116,Legacy,SMB,Manufacturing,LATAM,Late (15-29d),Low Engagement,1
ACC-00311,61,0.7104,2,-0.3167,686,28,-10.25,55,-0.0289,Legacy,SMB,Manufacturing,North America,Failed,Inactive User,1
ACC-00312,3,0.8664,4,-0.4295,149,76,1.14,3,0.004,Mature,Mid-Market,Technology,APAC,Failed,Low Engagement,1
ACC-00313,68,0.634,8,0.9267,860,42,4.98,55,-0.0394,Legacy,Mid-Market,Finance,LATAM,Failed,Inactive User,1
ACC-00314,41,0.0845,1,-0.63,770,51,10.99,10,-0.0011,Legacy,Enterprise,Healthcare,LATAM,Late (5-14d),Support Issues,0
ACC-00315,37,0.263,3,0.6124,146,42,-5.13,2,-0.0065,Mature,SMB,Technology,APAC,Failed,Payment Problems,0
ACC-00316,51,0.7956,3,-0.0695,820,28,-4.6,26,0.1,Legacy,SMB,Retail,North America,Failed,Payment Problems,1
ACC-00317,15,0.1804,1,-0.1125,1042,84,-14.97,46,-0.0231,Legacy,Mid-Market,Retail,APAC,On-Time,Inactive User,0
ACC-00318,8,0.6905,1,0.4951,663,86,-7.74,15,-0.0045,Legacy,Mid-Market,Finance,LATAM,On-Time,Other,1
ACC-00319,38,0.769,2,-0.7039,542,67,-5.33,43,0.0109,Legacy,SMB,Retail,Europe,Failed,Inactive User,0
ACC-00320,56,0.3369,6,-0.0674,831,62,-4.47,17,0.0137,Legacy,SMB,Finance,North America,Late (5-14d),Payment Problems,0
ACC-00321,47,0.3294,2,-0.9283,589,39,-2.67,29,0.0522,Legacy,SMB,Retail,Europe,On-Time,Support Issues,0
ACC-00322,10,0.5555,3,0.3408,517,51,2.96,23,0.0961,Legacy,Mid-Market,Retail,APAC,On-Time,Other,0
ACC-00323,78,0.8468,4,-0.8832,926,42,2.56,5,-0.0401,Legacy,SMB,Healthcare,North America,Failed,Support Issues,1
ACC-00324,49,0.2349,3,-0.8254,733,26,-2.57,46,0.0219,Legacy,SMB,Manufacturing,North America,Late (5-14d),Inactive User,1
ACC-00325,41,0.9236,2,0.6897,610,24,0.08,33,-0.0082,Legacy,Mid-Market,Healthcare,North America,Failed,Inactive User,0
ACC-00326,30,0.5952,4,-0.1141,819,44,-6.79,54,0.0165,Legacy,Mid-Market,Technology,APAC,On-Time,Inactive User,0
ACC-00327,5,0.9724,3,-0.598,890,73,-2.83,11,0.0555,Legacy,Mid-Market,Manufacturing,North America,Late (5-14d),Support Issues,1
ACC-00328,71,0.106,4,0.1852,276,29,-6.46,41,0.0814,Mature,Mid-Market,Healthcare,North America,Failed,Inactive User,0
ACC-00329,31,0.1415,6,0.0386,183,22,-3.7,22,0.0437,Mature,SMB,Manufacturing,LATAM,Late (15-29d),Low Feature Adoption,0
ACC-00330,52,0.8136,4,-0.1782,1026,65,9.28,35,0.0158,Legacy,Mid-Market,Manufacturing,North America,On-Time,Inactive User,1
ACC-00331,23,0.8502,5,0.8108,726,75,0.73,39,0.0513,Legacy,Mid-Market,Manufacturing,LATAM,Failed,Inactive User,1
ACC-00332,48,0.4476,3,0.4989,1038,74,-2.97,14,-0.0421,Legacy,SMB,Retail,North America,Late (5-14d),Payment Problems,0
ACC-00333,40,0.7055,5,-0.6968,123,27,2.39,50,-0.0363,Mature,Enterprise,Manufacturing,APAC,Late (15-29d),Inactive User,0
ACC-00334,6,0.8529,3,0.1415,987,84,-1.97,15,0.0084,Legacy,SMB,Retail,North America,Failed,Payment Problems,1
ACC-00335,38,0.0614,2,-0.8225,1041,84,8.42,44,0.0582,Legacy,SMB,Manufacturing,North America,Failed,Inactive User,0
ACC-00336,41,0.571,3,-0.5107,482,76,1.76,56,-0.0148,Legacy,SMB,Retail,APAC,On-Time,Inactive User,0
ACC-00337,27,0.8393,3,0.8197,941,18,-5.8,46,-0.0095,Legacy,SMB,Manufacturing,North America,Failed,Inactive User,1
ACC-00338,75,0.4022,4,-0.0758,247,22,6.6,13,-0.0991,Mature,SMB,Technology,Europe,Late (15-29d),Adoption Declining,0
ACC-00339,69,0.3103,1,0.7842,503,87,3.1,14,0.1,Legacy,SMB,Healthcare,North America,Failed,Payment Problems,1
ACC-00340,57,0.7839,3,-0.668,461,20,2.34,11,-0.0115,Legacy,SMB,Manufacturing,North America,On-Time,Support Issues,0
ACC-00341,17,0.3424,5,-0.5893,370,67,4.13,42,-0.1,Legacy,Enterprise,Technology,LATAM,Late (15-29d),Inactive User,0
ACC-00342,71,0.023,0,-0.2944,580,77,3.64,52,0.0084,Legacy,SMB,Healthcare,LATAM,Late (15-29d),Inactive User,0
ACC-00343,47,0.9412,1,-0.2673,386,52,2.56,34,0.0236,Legacy,SMB,Finance,Europe,On-Time,Inactive User,1
ACC-00344,79,0.5884,1,0.4906,52,38,-0.81,24,-0.0115,Growth,SMB,Manufacturing,APAC,Late (5-14d),Payment Problems,1
ACC-00345,13,0.8067,2,0.1988,551,21,4.53,13,-0.0455,Legacy,SMB,Finance,North America,Late (15-29d),Payment Problems,1
ACC-00346,11,0.8123,4,0.1065,831,50,-0.86,1,0.0449,Legacy,SMB,Healthcare,LATAM,Late (5-14d),Payment Problems,0
ACC-00347,24,0.0838,1,0.2048,791,23,6.64,17,0.0392,Legacy,Enterprise,Healthcare,Europe,Late (15-29d),Low Feature Adoption,0
ACC-00348,73,0.184,0,0.4644,471,47,2.49,34,0.0263,Legacy,Mid-Market,Manufacturing,APAC,Late (15-29d),Inactive User,1
ACC-00349,4,0.3187,2,0.7856,798,60,0.94,8,-0.0382,Legacy,Mid-Market,Technology,LATAM,On-Time,Low Engagement,0
ACC-00350,46,0.3279,8,-0.1705,1045,50,3.16,10,-0.0304,Legacy,SMB,Manufacturing,APAC,Failed,Payment Problems,0
ACC-00351,18,0.6524,3,0.6059,545,11,0.79,25,-0.0175,Legacy,Enterprise,Technology,Europe,Late (15-29d),Payment Problems,1
ACC-00352,43,0.6182,4,-0.0098,1069,33,6.37,2,-0.0207,Legacy,Enterprise,Manufacturing,APAC,Failed,Payment Problems,1
ACC-00353,33,0.4948,4,0.4442,821,84,4.74,4,0.0313,Legacy,Enterprise,Technology,APAC,Late (15-29d),Payment Problems,1
ACC-00354,10,0.2228,2,0.7496,365,85,0.36,31,-0.0197,Legacy,Mid-Market,Retail,Europe,Late (5-14d),Inactive User,1
ACC-00355,73,0.3867,2,-0.9356,287,49,-16.29,40,-0.0475,Mature,Mid-Market,Technology,APAC,Failed,Inactive User,0
ACC-00356,59,0.5419,2,0.0933,526,37,4.32,9,0.0212,Legacy,Enterprise,Technology,Europe,Late (5-14d),Payment Problems,0
ACC-00357,31,0.4693,3,0.9788,925,23,2.08,37,0.1,Legacy,Mid-Market,Healthcare,APAC,Failed,Inactive User,1
ACC-00358,28,0.1422,5,-0.0076,189,89,12.14,5,-0.0393,Mature,Mid-Market,Finance,LATAM,Failed,Low Feature Adoption,1
ACC-00359,60,0.6435,1,0.7286,881,60,-6.5,10,-0.0355,Legacy,SMB,Manufacturing,LATAM,Late (5-14d),Payment Problems,0
ACC-00360,3,0.0901,3,-0.6282,719,68,-1.09,16,-0.0061,Legacy,SMB,Healthcare,LATAM,On-Time,Low Engagement,0
ACC-00361,55,0.3831,0,0.2086,409,38,-7.73,58,0.0378,Legacy,SMB,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-00362,14,0.7016,4,0.7406,986,46,-3.64,1,0.0283,Legacy,Enterprise,Healthcare,Europe,On-Time,Other,1
ACC-00363,58,0.0392,5,-0.1369,720,19,7.79,40,-0.0059,Legacy,SMB,Healthcare,APAC,On-Time,Inactive User,0
ACC-00364,15,0.5672,4,-0.0266,314,41,-8.32,23,-0.0218,Mature,Enterprise,Manufacturing,Europe,Failed,Payment Problems,1
ACC-00365,2,0.3411,4,-0.836,426,11,-6.96,49,0.1,Legacy,SMB,Retail,North America,Late (5-14d),Low Engagement,0
ACC-00366,24,0.0285,2,-0.9157,41,79,2.9,4,0.0572,Growth,Enterprise,Healthcare,APAC,Late (15-29d),Support Issues,0
ACC-00367,78,0.2028,2,-0.0626,528,35,0.97,20,0.0868,Legacy,Mid-Market,Manufacturing,Europe,Late (15-29d),Payment Problems,1
ACC-00368,64,0.9233,3,0.687,783,76,-1.65,5,0.0351,Legacy,Enterprise,Technology,APAC,Late (5-14d),Payment Problems,1
ACC-00369,71,0.5203,4,0.8626,64,31,-12.83,3,-0.0047,Growth,Mid-Market,Finance,APAC,Late (15-29d),Payment Problems,0
ACC-00370,24,0.9773,4,0.3173,756,28,6.33,8,0.0199,Legacy,SMB,Manufacturing,North America,On-Time,Other,1
ACC-00371,27,0.5238,1,0.6528,878,72,-1.18,4,0.0903,Legacy,Mid-Market,Retail,LATAM,Late (5-14d),Payment Problems,0
ACC-00372,37,0.5422,2,0.4697,119,51,-5.1,3,0.0257,Mature,Mid-Market,Manufacturing,APAC,On-Time,Other,0
ACC-00373,39,0.3962,3,0.403,805,75,1.61,8,-0.0859,Legacy,SMB,Manufacturing,APAC,Failed,Adoption Declining,0
ACC-00374,63,0.3176,2,0.5381,634,78,6.28,17,0.0701,Legacy,Enterprise,Technology,North America,Late (5-14d),Payment Problems,1
ACC-00375,79,0.2615,2,0.0106,999,7,-1.33,58,0.0748,Legacy,Enterprise,Finance,Europe,Late (15-29d),Inactive User,1
ACC-00376,26,0.3497,3,-0.0841,1051,50,-3.25,42,0.0619,Legacy,Enterprise,Finance,LATAM,Late (15-29d),Inactive User,0
ACC-00377,65,0.4615,5,-0.6817,447,81,0.18,15,-0.0671,Legacy,SMB,Retail,Europe,On-Time,Support Issues,0
ACC-00378,4,0.2043,5,0.6876,144,45,1.91,1,0.0193,Mature,Enterprise,Finance,Europe,Failed,Low Engagement,0
ACC-00379,29,0.2359,0,-0.9108,646,60,2.38,28,0.0513,Legacy,Mid-Market,Technology,Europe,Late (15-29d),Support Issues,1
ACC-00380,1,0.2807,2,-0.4651,855,81,-1.23,47,0.0008,Legacy,SMB,Retail,LATAM,Late (15-29d),Low Engagement,1
ACC-00381,50,0.4513,4,0.0398,442,35,6.15,50,0.019,Legacy,Enterprise,Technology,Europe,Failed,Inactive User,1
ACC-00382,11,0.6467,3,0.9432,758,60,-4.39,41,0.028,Legacy,Mid-Market,Technology,Europe,On-Time,Inactive User,1
ACC-00383,74,0.8419,4,0.5719,1050,22,-0.86,35,-0.0413,Legacy,Mid-Market,Manufacturing,LATAM,On-Time,Inactive User,0
ACC-00384,59,0.2956,3,-0.2627,790,26,-0.89,11,0.0235,Legacy,Enterprise,Manufacturing,LATAM,Failed,Payment Problems,0
ACC-00385,62,0.1964,4,0.4279,705,52,-7.7,57,-0.0493,Legacy,SMB,Manufacturing,North America,Failed,Inactive User,0
ACC-00386,36,0.3837,7,0.8627,486,73,1.82,40,-0.0051,Legacy,Mid-Market,Healthcare,Europe,On-Time,Inactive User,0
ACC-00387,56,0.8786,6,0.0778,949,71,0.47,44,-0.0288,Legacy,Mid-Market,Technology,North America,Late (5-14d),Inactive User,1
ACC-00388,21,0.0295,1,-0.0761,221,64,-0.95,36,0.0438,Mature,Mid-Market,Finance,APAC,On-Time,Inactive User,0
